task,tps,accuracy
puzzles-latin_square,1.0,44.0
puzzles-latin_square,2.0,32.0
puzzles-latin_square,4.0,21.0
puzzles-latin_square,8.0,0.0
puzzles-latin_square,16.0,0.0
puzzles-latin_square,32.0,0.0
puzzles-sudoku,1.0,23.0
puzzles-sudoku,2.0,20.0
puzzles-sudoku,4.0,13.0
puzzles-sudoku,8.0,4.0
puzzles-sudoku,16.0,0.0
puzzles-sudoku,32.0,0.0
textwriting-paraphrasing,1.0,98.0
textwriting-paraphrasing,2.0,90.0
textwriting-paraphrasing,4.0,83.0
textwriting-paraphrasing,8.0,42.0
textwriting-paraphrasing,16.0,10.0
textwriting-paraphrasing,32.0,11.0
textwriting-summarization,1.0,97.0
textwriting-summarization,2.0,86.0
textwriting-summarization,4.0,67.0
textwriting-summarization,8.0,30.0
textwriting-summarization,16.0,14.000000000000002
textwriting-summarization,32.0,2.0
textwriting-w2s_easy,1.0,100.0
textwriting-w2s_easy,2.0,90.0
textwriting-w2s_easy,4.0,69.0
textwriting-w2s_easy,8.0,36.0
textwriting-w2s_easy,16.0,8.0
textwriting-w2s_easy,32.0,1.0
textwriting-w2s_hard,1.0,98.0
textwriting-w2s_hard,2.0,88.0
textwriting-w2s_hard,4.0,27.0
textwriting-w2s_hard,8.0,10.0
textwriting-w2s_hard,16.0,0.0
textwriting-w2s_hard,32.0,1.0
textwriting-w2s_medium,1.0,100.0
textwriting-w2s_medium,2.0,93.0
textwriting-w2s_medium,4.0,54.0
textwriting-w2s_medium,8.0,22.0
textwriting-w2s_medium,16.0,3.0
textwriting-w2s_medium,32.0,0.0
waitingline-copy,1.0,100.0
waitingline-copy,2.0,100.0
waitingline-copy,4.0,100.0
waitingline-copy,8.0,100.0
waitingline-copy,16.0,100.0
waitingline-copy,32.0,96.0
waitingline-insert_index,1.0,87.0
waitingline-insert_index,2.0,83.0
waitingline-insert_index,4.0,67.0
waitingline-insert_index,8.0,61.0
waitingline-insert_index,16.0,34.0
waitingline-insert_index,32.0,6.0
waitingline-insert_random,1.0,100.0
waitingline-insert_random,2.0,91.0
waitingline-insert_random,4.0,82.0
waitingline-insert_random,8.0,63.0
waitingline-insert_random,16.0,25.0
waitingline-insert_random,32.0,1.0
waitingline-remove_index,1.0,88.0
waitingline-remove_index,2.0,79.0
waitingline-remove_index,4.0,76.0
waitingline-remove_index,8.0,71.0
waitingline-remove_index,16.0,57.99999999999999
waitingline-remove_index,32.0,16.0
waitingline-remove_random,1.0,96.0
waitingline-remove_random,2.0,78.0
waitingline-remove_random,4.0,57.99999999999999
waitingline-remove_random,8.0,53.0
waitingline-remove_random,16.0,34.0
waitingline-remove_random,32.0,10.0
waitingline-replace_index,1.0,92.0
waitingline-replace_index,2.0,91.0
waitingline-replace_index,4.0,88.0
waitingline-replace_index,8.0,87.0
waitingline-replace_index,16.0,86.0
waitingline-replace_index,32.0,42.0
waitingline-replace_random,1.0,99.0
waitingline-replace_random,2.0,89.0
waitingline-replace_random,4.0,76.0
waitingline-replace_random,8.0,30.0
waitingline-replace_random,16.0,27.0
waitingline-replace_random,32.0,9.0
waitingline-reverse,1.0,99.0
waitingline-reverse,2.0,99.0
waitingline-reverse,4.0,98.0
waitingline-reverse,8.0,89.0
waitingline-reverse,16.0,80.0
waitingline-reverse,32.0,25.0
waitingline-shuffle,1.0,100.0
waitingline-shuffle,2.0,23.0
waitingline-shuffle,4.0,15.0
waitingline-shuffle,8.0,0.0
waitingline-shuffle,16.0,1.0
waitingline-shuffle,32.0,0.0
waitingline-sort,1.0,37.0
waitingline-sort,2.0,25.0
waitingline-sort,4.0,22.0
waitingline-sort,8.0,12.0
waitingline-sort,16.0,11.0
waitingline-sort,32.0,1.0
avg,1.0,85.76470588235294
avg,2.0,73.94117647058823
avg,4.0,59.76470588235294
avg,8.0,41.76470588235294
avg,16.0,28.88235294117647
avg,32.0,13.0
